SimaPro 7.3;method;Date:;7/18/2011;Time:;2:35 PM
Water;(unspecified);Ammonium, ion;014798-03-9;0,778;kg N eq / kg
Soil;(unspecified);Fertiliser, applied (N component);;0,073;kg N eq / kg
Soil;(unspecified);Manure, applied (N component);;0,079;kg N eq / kg
Air;(unspecified);Nitrate;014797-55-8;0,028;kg N eq / kg
Water;(unspecified);Nitrate;014797-55-8;0,226;kg N eq / kg
Water;(unspecified);Nitrogen;007727-37-9;1;kg N eq / kg
Air;(unspecified);Nitrogen dioxide;010102-44-0;0,389;kg N eq / kg
Air;(unspecified);Nitrogen oxides;011104-93-1;0,389;kg N eq / kg
Water;(unspecified);Nitrogen, organic bound;007727-37-9;1;kg N eq / kg
Water;(unspecified);Nitrogen, total;;1;kg N eq / kg

Impact category;Terrestrial ecotoxicity;kg 1,4-DB eq;;;
Water;(unspecified);1-Butanol;000071-36-3;0,0000188;kg 1,4-DB eq / kg
Water;ocean;1-Butanol;000071-36-3;0,00000102;kg 1,4-DB eq / kg
Air;(unspecified);1-Octanol;000111-87-5;0,000297;kg 1,4-DB eq / kg
Air;low. pop.;1-Octanol;000111-87-5;0,000218;kg 1,4-DB eq / kg
Air;low. pop., long-term;1-Octanol;000111-87-5;0,000218;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;1-Octanol;000111-87-5;0,000218;kg 1,4-DB eq / kg
Water;(unspecified);1-Octanol;000111-87-5;0,0000588;kg 1,4-DB eq / kg
Water;ocean;1-Octanol;000111-87-5;0,0000037;kg 1,4-DB eq / kg
Air;(unspecified);1,4-Dioxane;000123-91-1;0,000214;kg 1,4-DB eq / kg
Air;low. pop.;1,4-Dioxane;000123-91-1;0,000187;kg 1,4-DB eq / kg
Air;low. pop., long-term;1,4-Dioxane;000123-91-1;0,000187;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;1,4-Dioxane;000123-91-1;0,000187;kg 1,4-DB eq / kg
Water;(unspecified);1,4-Dioxane;000123-91-1;0,000112;kg 1,4-DB eq / kg
Water;ocean;1,4-Dioxane;000123-91-1;0,0000156;kg 1,4-DB eq / kg
Air;(unspecified);2-Acetylaminofluorene;000053-96-3;0,00515;kg 1,4-DB eq / kg
Air;low. pop.;2-Acetylaminofluorene;000053-96-3;0,00374;kg 1,4-DB eq / kg
Air;low. pop., long-term;2-Acetylaminofluorene;000053-96-3;0,00374;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;2-Acetylaminofluorene;000053-96-3;0,00374;kg 1,4-DB eq / kg
Air;(unspecified);2-Benzothiazolethiol;000149-30-4;0,48;kg 1,4-DB eq / kg
Air;low. pop.;2-Benzothiazolethiol;000149-30-4;0,406;kg 1,4-DB eq / kg
Air;low. pop., long-term;2-Benzothiazolethiol;000149-30-4;0,406;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;2-Benzothiazolethiol;000149-30-4;0,406;kg 1,4-DB eq / kg
Water;(unspecified);2-Benzothiazolethiol;000149-30-4;0,00207;kg 1,4-DB eq / kg
Water;ocean;2-Benzothiazolethiol;000149-30-4;0,000105;kg 1,4-DB eq / kg
Water;(unspecified);2-Butanol;000078-92-2;0,00000745;kg 1,4-DB eq / kg
Water;ocean;2-Butanol;000078-92-2;0,000000424;kg 1,4-DB eq / kg
Air;(unspecified);2-Butenal;004170-30-3;0,00325;kg 1,4-DB eq / kg
Air;low. pop.;2-Butenal;004170-30-3;0,00258;kg 1,4-DB eq / kg
Air;low. pop., long-term;2-Butenal;004170-30-3;0,00258;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;2-Butenal;004170-30-3;0,00258;kg 1,4-DB eq / kg
Water;(unspecified);2-Butenal;004170-30-3;0,000464;kg 1,4-DB eq / kg
Water;ocean;2-Butenal;004170-30-3;0,000026;kg 1,4-DB eq / kg
Air;(unspecified);2-Ethoxyethyl acetate;000111-15-9;0,0039;kg 1,4-DB eq / kg
Air;low. pop.;2-Ethoxyethyl acetate;000111-15-9;0,00342;kg 1,4-DB eq / kg
Air;low. pop., long-term;2-Ethoxyethyl acetate;000111-15-9;0,00342;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;2-Ethoxyethyl acetate;000111-15-9;0,00342;kg 1,4-DB eq / kg
Water;(unspecified);2-Ethoxyethyl acetate;000111-15-9;0,000208;kg 1,4-DB eq / kg
Water;ocean;2-Ethoxyethyl acetate;000111-15-9;0,00000846;kg 1,4-DB eq / kg
Water;(unspecified);2-Propanol;000067-63-0;0,00000232;kg 1,4-DB eq / kg
Water;ocean;2-Propanol;000067-63-0;0,000000131;kg 1,4-DB eq / kg
Soil;(unspecified);2,4-D;000094-75-7;0,666;kg 1,4-DB eq / kg
Soil;(unspecified);2,4,5-T;000093-76-5;0,656;kg 1,4-DB eq / kg
Soil;(unspecified);2,6-Dichloro-4-nitroaniline;000099-30-9;2,99;kg 1,4-DB eq / kg
Soil;(unspecified);Abamectin;071751-41-2;20,5;kg 1,4-DB eq / kg
Water;(unspecified);Acenaphthene;000083-32-9;0,0000573;kg 1,4-DB eq / kg
Water;ocean;Acenaphthene;000083-32-9;0,0000011;kg 1,4-DB eq / kg
Soil;(unspecified);Acephate;030560-19-1;0,201;kg 1,4-DB eq / kg
Air;(unspecified);Acetaldehyde;000075-07-0;0,000558;kg 1,4-DB eq / kg
Air;low. pop.;Acetaldehyde;000075-07-0;0,000425;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetaldehyde;000075-07-0;0,000425;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetaldehyde;000075-07-0;0,000425;kg 1,4-DB eq / kg
Air;(unspecified);Acetamide;000060-35-5;0,000285;kg 1,4-DB eq / kg
Air;low. pop.;Acetamide;000060-35-5;0,000237;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetamide;000060-35-5;0,000237;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetamide;000060-35-5;0,000237;kg 1,4-DB eq / kg
Water;(unspecified);Acetamide;000060-35-5;6,71E-08;kg 1,4-DB eq / kg
Water;ocean;Acetamide;000060-35-5;1,15E-09;kg 1,4-DB eq / kg
Air;(unspecified);Acetic acid;000064-19-7;0,0541;kg 1,4-DB eq / kg
Air;low. pop.;Acetic acid;000064-19-7;0,0474;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetic acid;000064-19-7;0,0474;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetic acid;000064-19-7;0,0474;kg 1,4-DB eq / kg
Water;(unspecified);Acetic acid;000064-19-7;0,000133;kg 1,4-DB eq / kg
Water;ocean;Acetic acid;000064-19-7;0,00000619;kg 1,4-DB eq / kg
Air;(unspecified);Acetone;000067-64-1;0,0000303;kg 1,4-DB eq / kg
Air;low. pop.;Acetone;000067-64-1;0,0000262;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetone;000067-64-1;0,0000262;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetone;000067-64-1;0,0000262;kg 1,4-DB eq / kg
Water;(unspecified);Acetone;000067-64-1;0,000011;kg 1,4-DB eq / kg
Water;ocean;Acetone;000067-64-1;0,000000852;kg 1,4-DB eq / kg
Air;(unspecified);Acetonitrile;000075-05-8;0,00037;kg 1,4-DB eq / kg
Air;low. pop.;Acetonitrile;000075-05-8;0,00032;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetonitrile;000075-05-8;0,00032;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetonitrile;000075-05-8;0,00032;kg 1,4-DB eq / kg
Water;(unspecified);Acetonitrile;000075-05-8;0,000247;kg 1,4-DB eq / kg
Water;ocean;Acetonitrile;000075-05-8;0,000048;kg 1,4-DB eq / kg
Air;(unspecified);Acetophenone;000098-86-2;0,00121;kg 1,4-DB eq / kg
Air;low. pop.;Acetophenone;000098-86-2;0,00102;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acetophenone;000098-86-2;0,00102;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acetophenone;000098-86-2;0,00102;kg 1,4-DB eq / kg
Water;(unspecified);Acetophenone;000098-86-2;0,000367;kg 1,4-DB eq / kg
Water;ocean;Acetophenone;000098-86-2;0,0000276;kg 1,4-DB eq / kg
Soil;(unspecified);Aclonifen;074070-46-5;1,08;kg 1,4-DB eq / kg
Air;(unspecified);Acrolein;000107-02-8;1,11;kg 1,4-DB eq / kg
Air;low. pop.;Acrolein;000107-02-8;0,893;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acrolein;000107-02-8;0,893;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acrolein;000107-02-8;0,893;kg 1,4-DB eq / kg
Air;(unspecified);Acrylamide;000079-06-1;0,00412;kg 1,4-DB eq / kg
Air;low. pop.;Acrylamide;000079-06-1;0,00286;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acrylamide;000079-06-1;0,00286;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acrylamide;000079-06-1;0,00286;kg 1,4-DB eq / kg
Water;(unspecified);Acrylamide;000079-06-1;4,36E-08;kg 1,4-DB eq / kg
Water;ocean;Acrylamide;000079-06-1;0,000000002;kg 1,4-DB eq / kg
Air;(unspecified);Acrylic acid;000079-10-7;0,0185;kg 1,4-DB eq / kg
Air;low. pop.;Acrylic acid;000079-10-7;0,0163;kg 1,4-DB eq / kg
Air;low. pop., long-term;Acrylic acid;000079-10-7;0,0163;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Acrylic acid;000079-10-7;0,0163;kg 1,4-DB eq / kg
Water;(unspecified);Acrylic acid;000079-10-7;0,000000103;kg 1,4-DB eq / kg
Water;ocean;Acrylic acid;000079-10-7;4,84E-10;kg 1,4-DB eq / kg
Water;(unspecified);Acrylonitrile;000107-13-1;0,00253;kg 1,4-DB eq / kg
Water;ocean;Acrylonitrile;000107-13-1;0,00036;kg 1,4-DB eq / kg
Air;(unspecified);Aldehydes, unspecified;;0,0369;kg 1,4-DB eq / kg
Air;low. pop.;Aldehydes, unspecified;;0,0286;kg 1,4-DB eq / kg
Air;low. pop., long-term;Aldehydes, unspecified;;0,0286;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Aldehydes, unspecified;;0,0286;kg 1,4-DB eq / kg
Soil;(unspecified);Aldicarb;000116-06-3;235;kg 1,4-DB eq / kg
Soil;(unspecified);Aldoxycarb;001646-88-4;35;kg 1,4-DB eq / kg
Air;(unspecified);Allyl chloride;000107-05-1;0,0000116;kg 1,4-DB eq / kg
Air;low. pop.;Allyl chloride;000107-05-1;0,0000089;kg 1,4-DB eq / kg
Air;low. pop., long-term;Allyl chloride;000107-05-1;0,0000089;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Allyl chloride;000107-05-1;0,0000089;kg 1,4-DB eq / kg
Water;(unspecified);Allyl chloride;000107-05-1;0,0000068;kg 1,4-DB eq / kg
Water;ocean;Allyl chloride;000107-05-1;0,00000061;kg 1,4-DB eq / kg
Air;(unspecified);Allylamine;000107-11-9;0,0018;kg 1,4-DB eq / kg
Air;low. pop.;Allylamine;000107-11-9;0,00134;kg 1,4-DB eq / kg
Air;low. pop., long-term;Allylamine;000107-11-9;0,00134;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Allylamine;000107-11-9;0,00134;kg 1,4-DB eq / kg
Water;(unspecified);Allylamine;000107-11-9;0,000375;kg 1,4-DB eq / kg
Water;ocean;Allylamine;000107-11-9;0,0000238;kg 1,4-DB eq / kg
Soil;(unspecified);Alpha-cypermethrin;067375-30-8;39;kg 1,4-DB eq / kg
Soil;(unspecified);Aluminium phosphide;020859-73-8;369;kg 1,4-DB eq / kg
Soil;(unspecified);Ametryn;000834-12-8;19,8;kg 1,4-DB eq / kg
Soil;(unspecified);Amitraz;033089-61-1;0,141;kg 1,4-DB eq / kg
Air;(unspecified);Ammonium carbonate;000506-87-6;1,34;kg 1,4-DB eq / kg
Air;low. pop.;Ammonium carbonate;000506-87-6;1,38;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ammonium carbonate;000506-87-6;1,38;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ammonium carbonate;000506-87-6;1,38;kg 1,4-DB eq / kg
Air;(unspecified);Aniline;000062-53-3;0,0317;kg 1,4-DB eq / kg
Air;low. pop.;Aniline;000062-53-3;0,0333;kg 1,4-DB eq / kg
Air;low. pop., long-term;Aniline;000062-53-3;0,0333;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Aniline;000062-53-3;0,0333;kg 1,4-DB eq / kg
Water;(unspecified);Aniline;000062-53-3;0,000017;kg 1,4-DB eq / kg
Water;ocean;Aniline;000062-53-3;0,000000085;kg 1,4-DB eq / kg
Air;(unspecified);Anthracene;000120-12-7;0,21;kg 1,4-DB eq / kg
Air;low. pop.;Anthracene;000120-12-7;0,16;kg 1,4-DB eq / kg
Air;low. pop., long-term;Anthracene;000120-12-7;0,16;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Anthracene;000120-12-7;0,16;kg 1,4-DB eq / kg
Water;(unspecified);Anthracene;000120-12-7;0,00134;kg 1,4-DB eq / kg
Water;ocean;Anthracene;000120-12-7;0,0000202;kg 1,4-DB eq / kg
Soil;(unspecified);Anthracene;000120-12-7;6,43;kg 1,4-DB eq / kg
Air;(unspecified);Antimony;007440-36-0;2,69;kg 1,4-DB eq / kg
Air;low. pop.;Antimony;007440-36-0;2;kg 1,4-DB eq / kg
Air;low. pop., long-term;Antimony;007440-36-0;2;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Antimony;007440-36-0;2;kg 1,4-DB eq / kg
Water;(unspecified);Antimony;007440-36-0;1,49E-21;kg 1,4-DB eq / kg
Water;ocean;Antimony;007440-36-0;9,00E-22;kg 1,4-DB eq / kg
Soil;(unspecified);Antimony;007440-36-0;4,23;kg 1,4-DB eq / kg
Soil;agricultural;Antimony;007440-36-0;3,81;kg 1,4-DB eq / kg
Soil;forestry;Antimony;007440-36-0;4,23;kg 1,4-DB eq / kg
Air;(unspecified);Arsenic;007440-38-2;0,144;kg 1,4-DB eq / kg
Air;low. pop.;Arsenic;007440-38-2;0,107;kg 1,4-DB eq / kg
Air;low. pop., long-term;Arsenic;007440-38-2;0,107;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Arsenic;007440-38-2;0,107;kg 1,4-DB eq / kg
Soil;(unspecified);Arsenic;007440-38-2;0,228;kg 1,4-DB eq / kg
Soil;agricultural;Arsenic;007440-38-2;0,205;kg 1,4-DB eq / kg
Water;(unspecified);Arsenic, ion;017428-41-0;4,95E-23;kg 1,4-DB eq / kg
Water;ocean;Arsenic, ion;017428-41-0;4,97E-23;kg 1,4-DB eq / kg
Soil;(unspecified);Asulam;003337-71-1;0,0375;kg 1,4-DB eq / kg
Soil;(unspecified);Atrazine;001912-24-9;34,8;kg 1,4-DB eq / kg
Soil;(unspecified);Azadirachtin;011141-17-6;16,2;kg 1,4-DB eq / kg
Soil;(unspecified);Azinphos-methyl;000086-50-0;46,4;kg 1,4-DB eq / kg
Air;(unspecified);Barium;007440-39-3;0,436;kg 1,4-DB eq / kg
Air;low. pop.;Barium;007440-39-3;0,325;kg 1,4-DB eq / kg
Air;low. pop., long-term;Barium;007440-39-3;0,325;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Barium;007440-39-3;0,325;kg 1,4-DB eq / kg
Water;(unspecified);Barium;007440-39-3;3,44E-22;kg 1,4-DB eq / kg
Water;ocean;Barium;007440-39-3;1,48E-22;kg 1,4-DB eq / kg
Soil;(unspecified);Barium;007440-39-3;0,687;kg 1,4-DB eq / kg
Soil;agricultural;Barium;007440-39-3;0,619;kg 1,4-DB eq / kg
Soil;forestry;Barium;007440-39-3;0,687;kg 1,4-DB eq / kg
Soil;(unspecified);Bendiocarb;022781-23-3;56,2;kg 1,4-DB eq / kg
Soil;(unspecified);Benomyl;017804-35-2;0,115;kg 1,4-DB eq / kg
Soil;(unspecified);Bentazone;025057-89-0;0,462;kg 1,4-DB eq / kg
Air;(unspecified);Benzaldehyde;000100-52-7;0,00178;kg 1,4-DB eq / kg
Air;low. pop.;Benzaldehyde;000100-52-7;0,00141;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzaldehyde;000100-52-7;0,00141;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzaldehyde;000100-52-7;0,00141;kg 1,4-DB eq / kg
Water;(unspecified);Benzaldehyde;000100-52-7;0,000417;kg 1,4-DB eq / kg
Water;ocean;Benzaldehyde;000100-52-7;0,000027;kg 1,4-DB eq / kg
Air;(unspecified);Benzenamine, 4-methyl-;000106-49-0;0,0227;kg 1,4-DB eq / kg
Air;low. pop.;Benzenamine, 4-methyl-;000106-49-0;0,0136;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzenamine, 4-methyl-;000106-49-0;0,0136;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzenamine, 4-methyl-;000106-49-0;0,0136;kg 1,4-DB eq / kg
Water;(unspecified);Benzenamine, 4-methyl-;000106-49-0;0,0111;kg 1,4-DB eq / kg
Water;ocean;Benzenamine, 4-methyl-;000106-49-0;0,00469;kg 1,4-DB eq / kg
Air;(unspecified);Benzene;000071-43-2;0,0000954;kg 1,4-DB eq / kg
Air;low. pop.;Benzene;000071-43-2;0,0000926;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene;000071-43-2;0,0000926;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene;000071-43-2;0,0000926;kg 1,4-DB eq / kg
Water;(unspecified);Benzene;000071-43-2;0,0000768;kg 1,4-DB eq / kg
Water;ocean;Benzene;000071-43-2;0,0000179;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, (epoxyethyl)-;000096-09-3;0,000853;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, (epoxyethyl)-;000096-09-3;0,000731;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, (epoxyethyl)-;000096-09-3;0,000731;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, (epoxyethyl)-;000096-09-3;0,000731;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,2-dichloro-;000095-50-1;0,00505;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,2-dichloro-;000095-50-1;0,00498;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,2-dichloro-;000095-50-1;0,00498;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,2-dichloro-;000095-50-1;0,00498;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2-dichloro-;000095-50-1;0,00478;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2-dichloro-;000095-50-1;0,0029;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,2-dinitro-;000528-29-0;22,7;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,2-dinitro-;000528-29-0;18,6;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,2-dinitro-;000528-29-0;18,6;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,2-dinitro-;000528-29-0;18,6;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2-dinitro-;000528-29-0;0,417;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2-dinitro-;000528-29-0;0,0348;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,2,4-trichloro-;000120-82-1;0,00701;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,2,4-trichloro-;000120-82-1;0,00691;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,2,4-trichloro-;000120-82-1;0,00691;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,2,4-trichloro-;000120-82-1;0,00691;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2,4-trichloro-;000120-82-1;0,00657;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2,4-trichloro-;000120-82-1;0,00392;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2,4-trimethyl-;000095-63-6;0,0000101;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2,4-trimethyl-;000095-63-6;0,00000267;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,3-dichloro-;000541-73-1;0,00182;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,3-dichloro-;000541-73-1;0,00179;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,3-dichloro-;000541-73-1;0,00179;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,3-dichloro-;000541-73-1;0,00179;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,3-dichloro-;000541-73-1;0,00171;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,3-dichloro-;000541-73-1;0,00104;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,3-dinitro-;000099-65-0;8,12;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,3-dinitro-;000099-65-0;6,7;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,3-dinitro-;000099-65-0;6,7;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,3-dinitro-;000099-65-0;6,7;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,3-dinitro-;000099-65-0;0,187;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,3-dinitro-;000099-65-0;0,00468;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,3,5-trimethyl-;000108-67-8;0,00000218;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,3,5-trimethyl-;000108-67-8;0,000000469;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,4-dichloro-;000106-46-7;0,00536;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,4-dichloro-;000106-46-7;0,0053;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,4-dichloro-;000106-46-7;0,0053;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,4-dichloro-;000106-46-7;0,0053;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,4-dichloro-;000106-46-7;0,00508;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,4-dichloro-;000106-46-7;0,00309;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,4-dinitro-;000100-25-4;0,137;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,4-dinitro-;000100-25-4;0,126;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,4-dinitro-;000100-25-4;0,126;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,4-dinitro-;000100-25-4;0,126;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,4-dinitro-;000100-25-4;0,108;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,4-dinitro-;000100-25-4;0,033;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, chloro-;000108-90-7;0,00107;kg 1,4-DB eq / kg
Water;ocean;Benzene, chloro-;000108-90-7;0,000619;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, ethyl-;000100-41-4;0,0000213;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, ethyl-;000100-41-4;0,0000184;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, ethyl-;000100-41-4;0,0000184;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, ethyl-;000100-41-4;0,0000184;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, ethyl-;000100-41-4;0,0000137;kg 1,4-DB eq / kg
Water;ocean;Benzene, ethyl-;000100-41-4;0,00000224;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, hexachloro-;000118-74-1;0,981;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, hexachloro-;000118-74-1;0,977;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, hexachloro-;000118-74-1;0,977;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, hexachloro-;000118-74-1;0,977;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, pentachloro-;000608-93-5;0,164;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, pentachloro-;000608-93-5;0,162;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, pentachloro-;000608-93-5;0,162;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, pentachloro-;000608-93-5;0,162;kg 1,4-DB eq / kg
Air;(unspecified);Benzidine;000092-87-5;0,171;kg 1,4-DB eq / kg
Air;low. pop.;Benzidine;000092-87-5;0,147;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzidine;000092-87-5;0,147;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzidine;000092-87-5;0,147;kg 1,4-DB eq / kg
Air;(unspecified);Benzidine, 3,3'-dichloro-;000091-94-1;0,726;kg 1,4-DB eq / kg
Air;low. pop.;Benzidine, 3,3'-dichloro-;000091-94-1;0,525;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzidine, 3,3'-dichloro-;000091-94-1;0,525;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzidine, 3,3'-dichloro-;000091-94-1;0,525;kg 1,4-DB eq / kg
Air;(unspecified);Benzidine, 3,3'-dimethyl-;000119-93-7;0,331;kg 1,4-DB eq / kg
Air;low. pop.;Benzidine, 3,3'-dimethyl-;000119-93-7;0,339;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzidine, 3,3'-dimethyl-;000119-93-7;0,339;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzidine, 3,3'-dimethyl-;000119-93-7;0,339;kg 1,4-DB eq / kg
Water;(unspecified);Benzidine, 3,3'-dimethyl-;000119-93-7;0,000145;kg 1,4-DB eq / kg
Water;ocean;Benzidine, 3,3'-dimethyl-;000119-93-7;0,00000788;kg 1,4-DB eq / kg
Air;(unspecified);Benzo(a)pyrene;000050-32-8;0,188;kg 1,4-DB eq / kg
Air;low. pop.;Benzo(a)pyrene;000050-32-8;0,103;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzo(a)pyrene;000050-32-8;0,103;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzo(a)pyrene;000050-32-8;0,103;kg 1,4-DB eq / kg
Air;(unspecified);Benzotrichloride;000098-07-7;9,07E-08;kg 1,4-DB eq / kg
Air;low. pop.;Benzotrichloride;000098-07-7;7,89E-08;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzotrichloride;000098-07-7;7,89E-08;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzotrichloride;000098-07-7;7,89E-08;kg 1,4-DB eq / kg
Air;(unspecified);Benzoyl chloride;000098-88-4;0,00451;kg 1,4-DB eq / kg
Air;low. pop.;Benzoyl chloride;000098-88-4;0,00399;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzoyl chloride;000098-88-4;0,00399;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzoyl chloride;000098-88-4;0,00399;kg 1,4-DB eq / kg
Air;(unspecified);Benzyl chloride;000100-44-7;0,00147;kg 1,4-DB eq / kg
Air;low. pop.;Benzyl chloride;000100-44-7;0,00135;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzyl chloride;000100-44-7;0,00135;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzyl chloride;000100-44-7;0,00135;kg 1,4-DB eq / kg
Water;(unspecified);Benzyl chloride;000100-44-7;0,000691;kg 1,4-DB eq / kg
Water;ocean;Benzyl chloride;000100-44-7;0,0000245;kg 1,4-DB eq / kg
Air;(unspecified);Beryllium;007440-41-7;90,5;kg 1,4-DB eq / kg
